"","segment","repetition","frame","point","x","y"
"117992","s",4,8,3,110.53006421,61.25482877
"117993","s",4,8,4,107.44447988,60.47890107
"117994","s",4,8,5,104.54350899,59.2441526
"117995","s",4,8,6,101.63735199,57.95425664
"117996","s",4,8,7,98.64722307,56.7558932
"117997","s",4,8,8,95.57032973,55.70890923
"117998","s",4,8,9,92.42485809,54.73414489
"117999","s",4,8,10,89.1996616,53.90506654
"1179910","s",4,8,11,85.90053084,53.42743791
"1179911","s",4,8,12,82.58191217,53.54391374
"1179912","s",4,8,13,79.31697677,54.17123953
"1179913","s",4,8,14,76.10998987,54.9898837
"1179914","s",4,8,15,73.03033067,56.20459353
"1179915","s",4,8,16,70.07653716,57.6787337
"1179916","s",4,8,17,67.2266644,59.26172659
"1179917","s",4,8,18,64.53384588,61.05241918
"1179918","s",4,8,19,62.12322612,63.26425183
"1179919","s",4,8,20,60.00039045,65.78952285
"119991","s",4,9,1,117.20997172,62.40910489
"119992","s",4,9,2,113.68681542,62.0568011
"119993","s",4,9,3,110.43867966,61.45465207
"119994","s",4,9,4,107.4500606,60.46464071
"119995","s",4,9,5,104.54479507,59.24023094
"119996","s",4,9,6,101.56817017,58.2133217
"119997","s",4,9,7,98.59219801,57.02070173
"119998","s",4,9,8,95.53029014,55.97600833
"119999","s",4,9,9,92.40001152,55.00118905
"1199910","s",4,9,10,89.18985969,54.1714195
"1199911","s",4,9,11,85.905858,53.70444749
"1199912","s",4,9,12,82.59480136,53.71476017
"1199913","s",4,9,13,79.29054422,53.97116205
"1199914","s",4,9,14,76.05696206,54.71025258
"1199915","s",4,9,15,72.95769854,55.91208276
"1199916","s",4,9,16,70.06406548,57.63833695
"1199917","s",4,9,17,67.36712221,59.64001559
"1199918","s",4,9,18,64.81665282,61.70045131
"1199919","s",4,9,19,62.4618194,63.93499093
"1199920","s",4,9,20,60.19275602,66.12270665
"12199","s",4,10,1,116.12398776,64.21644587
"121991","s",4,10,2,113.01347582,63.33445967
"121992","s",4,10,3,110.12344529,62.14394994
"121993","s",4,10,4,107.24751232,60.98221034
"121994","s",4,10,5,104.29871175,59.9906144
"121995","s",4,10,6,101.34753937,59.03951754
"121996","s",4,10,7,98.41780141,57.85998673
"121997","s",4,10,8,95.43289437,56.62572326
"121998","s",4,10,9,92.37689072,55.24968494
"121999","s",4,10,10,89.18973035,54.17493408
"1219910","s",4,10,11,85.90603691,53.71375059
"1219911","s",4,10,12,82.59568662,53.72649434
"1219912","s",4,10,13,79.29226516,53.98418848
"1219913","s",4,10,14,76.06094063,54.73123278
"1219914","s",4,10,15,72.96191235,55.92905299
"1219915","s",4,10,16,70.06756118,57.64965978
"1219916","s",4,10,17,67.3727143,59.65507652
"1219917","s",4,10,18,64.82233474,61.71347105
"1219918","s",4,10,19,62.46744672,63.94613841
"1219919","s",4,10,20,60.1984115,66.13250213
"12399","s",4,11,1,115.3411813,65.51922589
"123991","s",4,11,2,112.49422445,64.31973661
"123992","s",4,11,3,109.66703565,63.14194452
"123993","s",4,11,4,106.86088159,61.97016404
"123994","s",4,11,5,104.03835225,60.78453032
"123995","s",4,11,6,101.19769436,59.60064191
"123996","s",4,11,7,98.30768439,58.38992576
"123997","s",4,11,8,95.35104473,57.17173195
"123998","s",4,11,9,92.32544548,55.80260427
"123999","s",4,11,10,89.17592813,54.54998957
"1239910","s",4,11,11,85.90570207,53.69633908
"1239911","s",4,11,12,82.57436518,53.4438783
"1239912","s",4,11,13,79.27982868,53.89005233
"1239913","s",4,11,14,76.05601015,54.70523287
"1239914","s",4,11,15,72.95754899,55.91148048
"1239915","s",4,11,16,69.97945048,57.36426222
"1239916","s",4,11,17,67.10173255,58.92525301
"1239917","s",4,11,18,64.38529633,60.71202837
"1239918","s",4,11,19,61.93737361,62.89608579
"1239919","s",4,11,20,59.85822792,65.54329244
"12599","s",4,12,1,114.33462846,67.1943742
"125991","s",4,12,2,111.75336781,65.72550845
"125992","s",4,12,3,109.1705749,64.22751567
"125993","s",4,12,4,106.64532704,62.52096846
"125994","s",4,12,5,104.05028663,60.74813871
"125995","s",4,12,6,101.28052291,59.29047396
"125996","s",4,12,7,98.37202257,58.08029777
"125997","s",4,12,8,95.39817705,56.85731814
"125998","s",4,12,9,92.32847613,55.7700316
"125999","s",4,12,10,89.1766111,54.5314307
"1259910","s",4,12,11,85.90595814,53.70965501
"1259911","s",4,12,12,82.5752227,53.45524478
"1259912","s",4,12,13,79.25691304,53.71659556
"1259913","s",4,12,14,76.00905493,54.45762431
"1259914","s",4,12,15,72.88994352,55.6392135
"1259915","s",4,12,16,69.89488584,57.09035058
"1259916","s",4,12,17,66.99490598,58.63754158
"1259917","s",4,12,18,64.25060425,60.40339096
"1259918","s",4,12,19,61.77014077,62.56480455
"1259919","s",4,12,20,59.67159767,65.22004243
"12799","s",4,13,1,114.00936707,67.73568814
"127991","s",4,13,2,111.65462993,65.91286309
"127992","s",4,13,3,109.16364293,64.24267324
"127993","s",4,13,4,106.54632283,62.77395293
"127994","s",4,13,5,103.85110903,61.35549228
"127995","s",4,13,6,101.14548012,59.79616851
"127996","s",4,13,7,98.34487805,58.21093097
"127997","s",4,13,8,95.39865799,56.85410988
"127998","s",4,13,9,92.35487664,55.48628629
"127999","s",4,13,10,89.18718278,54.24416071
"1279910","s",4,13,11,85.90057776,53.42987803
"1279911","s",4,13,12,82.55427347,53.17756235
"1279912","s",4,13,13,79.22013903,53.43823989
"1279913","s",4,13,14,75.95564471,54.17597666
"1279914","s",4,13,15,72.81880813,55.35273051
"1279915","s",4,13,16,69.80644171,56.803873
"1279916","s",4,13,17,66.90173193,58.38659992
"1279917","s",4,13,18,64.32460008,60.57294718
"1279918","s",4,13,19,61.9469156,62.91498808
"1279919","s",4,13,20,59.66229355,65.20392736
"12999","s",4,14,1,114.50062697,66.91811238
"129991","s",4,14,2,111.9558183,65.34135963
"129992","s",4,14,3,109.36689465,63.79823891
"129993","s",4,14,4,106.75922486,62.22992647
"129994","s",4,14,5,104.00375139,60.89003892
"129995","s",4,14,6,101.28853288,59.26047905
"129996","s",4,14,7,98.45853365,57.6639625
"129997","s",4,14,8,95.49605442,56.20439051
"129998","s",4,14,9,92.41705472,54.81801337
"129999","s",4,14,10,89.21148459,53.5837939
"1299910","s",4,14,11,85.88244271,52.48686518
"1299911","s",4,14,12,82.43219372,51.55939346
"1299912","s",4,14,13,78.92201245,51.1816125
"1299913","s",4,14,14,75.4711947,51.62133043
"1299914","s",4,14,15,72.21775008,52.93209423
"1299915","s",4,14,16,69.18910323,54.80426445
"1299916","s",4,14,17,66.42309085,57.09749648
"1299917","s",4,14,18,63.93977048,59.6911373
"1299918","s",4,14,19,61.77347352,62.57140659
"1299919","s",4,14,20,59.75433956,65.36335423
"13199","s",4,15,1,114.99470575,66.09584534
"131991","s",4,15,2,112.56764465,64.18042213
"131992","s",4,15,3,110.17557803,62.02995543
"131993","s",4,15,4,107.72805825,59.75427606
"131994","s",4,15,5,105.07107578,57.63543978
"131995","s",4,15,6,102.2813196,55.54279212
"131996","s",4,15,7,99.27440155,53.73759181
"131997","s",4,15,8,96.16838439,51.71936164
"131998","s",4,15,9,92.92276533,49.38277534
"131999","s",4,15,10,89.46353819,46.73460039
"1319910","s",4,15,11,85.73080134,44.60159458
"1319911","s",4,15,12,81.87012567,44.10917316
"1319912","s",4,15,13,78.1146243,45.07020116
"1319913","s",4,15,14,74.61090517,47.08477283
"1319914","s",4,15,15,71.43879182,49.79500184
"1319915","s",4,15,16,68.56080227,52.76914756
"1319916","s",4,15,17,65.9917072,55.93566941
"1319917","s",4,15,18,63.77064816,59.30360544
"1319918","s",4,15,19,61.77778945,62.57995626
"1319919","s",4,15,20,59.86678782,65.55811849
"13399","s",4,16,1,115.58715955,65.10985836
"133991","s",4,16,2,113.28873298,62.81216058
"133992","s",4,16,3,110.95713879,60.32097884
"133993","s",4,16,4,108.45047125,57.90830124
"133994","s",4,16,5,105.8813499,55.16466568
"133995","s",4,16,6,103.1210098,52.39840549
"133996","s",4,16,7,100.16658479,49.44395299
"133997","s",4,16,8,96.92737913,46.65620293
"133998","s",4,16,9,93.36200028,44.66199938
"133999","s",4,16,10,89.58481032,43.43920522
"1339910","s",4,16,11,85.70403979,43.21000803
"1339911","s",4,16,12,81.86693978,44.06694409
"1339912","s",4,16,13,78.21009173,45.79282851
"1339913","s",4,16,14,74.79472654,48.05411652
"1339914","s",4,16,15,71.6145072,50.50265898
"1339915","s",4,16,16,68.73602564,53.33671004
"1339916","s",4,16,17,66.19310905,56.47809636
"1339917","s",4,16,18,63.97188775,59.76473177
"1339918","s",4,16,19,62.09533446,63.20899962
"1339919","s",4,16,20,60.64065931,66.89849058
"13599","s",4,17,1,115.49920218,65.25624077
"135991","s",4,17,2,113.11668617,63.13861854
"135992","s",4,17,3,110.8621754,60.5286277
"135993","s",4,17,4,108.57640637,57.58650045
"135994","s",4,17,5,106.06956974,54.59072571
"135995","s",4,17,6,103.32159493,51.64727468
"135996","s",4,17,7,100.21901199,49.19164666
"135997","s",4,17,8,96.83135431,47.29677244
"135998","s",4,17,9,93.22395776,46.14564225
"135999","s",4,17,10,89.49551967,45.86554977
"1359910","s",4,17,11,85.76124823,46.18481676
"1359911","s",4,17,12,82.09299501,47.06330962
"1359912","s",4,17,13,78.55789288,48.42546054
"1359913","s",4,17,14,75.20670826,50.22661631
"1359914","s",4,17,15,72.06203501,52.30498418
"1359915","s",4,17,16,69.11446046,54.56249057
"1359916","s",4,17,17,66.37520172,56.96851872
"1359917","s",4,17,18,64.0341386,59.90737519
"1359918","s",4,17,19,62.03433754,63.08816728
"1359919","s",4,17,20,60.24893988,66.22001903
"13799","s",5,1,1,115.34313099,65.51598113
"137991","s",5,1,2,112.44880872,64.40591273
"137992","s",5,1,3,109.60730928,63.2725434
"137993","s",5,1,4,106.76692803,62.21024264
"137994","s",5,1,5,103.96054804,61.02177919
"137995","s",5,1,6,101.13162982,59.8480337
"137996","s",5,1,7,98.28448436,58.50157607
"137997","s",5,1,8,95.37866313,56.98749308
"137998","s",5,1,9,92.35015172,55.53706841
"137999","s",5,1,10,89.18346263,54.34525046
"1379910","s",5,1,11,85.90050826,53.42626417
"1379911","s",5,1,12,82.54077002,52.99857389
"1379912","s",5,1,13,79.16343278,53.00900986
"1379913","s",5,1,14,75.88603832,53.80892185
"1379914","s",5,1,15,72.734431,55.01291917
"1379915","s",5,1,16,69.77302419,56.69563098
"1379916","s",5,1,17,67.04559351,58.77405615
"1379917","s",5,1,18,64.53585287,61.05701805
"1379918","s",5,1,19,62.18905568,63.39465743
"1379919","s",5,1,20,60.02367893,65.8298593
"139991","s",5,2,1,116.27817193,63.95984597
"139992","s",5,2,2,113.42981434,62.54445938
"139993","s",5,2,3,110.45117428,61.4273311
"139994","s",5,2,4,107.49616254,60.34683688
"139995","s",5,2,5,104.55683546,59.20351612
"139996","s",5,2,6,101.60899252,58.06045432
"139997","s",5,2,7,98.56507206,57.15124555
"139998","s",5,2,8,95.48970781,56.24672794
"139999","s",5,2,9,92.39271953,55.07956134
"1399910","s",5,2,10,89.19614132,54.00072515
"1399911","s",5,2,11,85.89549041,53.16533863
"1399912","s",5,2,12,82.53722136,52.95153644
"1399913","s",5,2,13,79.17168538,53.07147677
"1399914","s",5,2,14,75.87279762,53.73909977
"1399915","s",5,2,15,72.67795883,54.78548923
"1399916","s",5,2,16,69.6035464,56.14667892
"1399917","s",5,2,17,66.65851028,57.73154149
"1399918","s",5,2,18,63.92701439,59.66190762
"1399919","s",5,2,19,61.4042067,61.83990451
"1399920","s",5,2,20,59.10169936,64.23295892
"14199","s",5,3,1,117.72389876,61.55380551
"141991","s",5,3,2,114.51538161,60.48460081
"141992","s",5,3,3,111.3371839,59.48996448
"141993","s",5,3,4,108.19813642,58.55308992
"141994","s",5,3,5,105.02246522,57.78366829
"141995","s",5,3,6,101.87708404,57.0565324
"141996","s",5,3,7,98.73332156,56.34154353
"141997","s",5,3,8,95.6138441,55.41863033
"141998","s",5,3,9,92.45387589,54.42226959
"141999","s",5,3,10,89.20598728,53.73317539
"1419910","s",5,3,11,85.89728178,53.25848871
"1419911","s",5,3,12,82.54272429,53.0244778
"1419912","s",5,3,13,79.20060347,53.29036816
"1419913","s",5,3,14,75.93990187,54.09296009
"1419914","s",5,3,15,72.74933094,55.07292559
"1419915","s",5,3,16,69.66488042,56.34534469
"1419916","s",5,3,17,66.65276157,57.71605875
"1419917","s",5,3,18,63.70830099,59.16074131
"1419918","s",5,3,19,60.93132454,60.90314477
"1419919","s",5,3,20,58.50112179,63.19273788
"14399","s",5,4,1,117.97420654,61.13723258
"143991","s",5,4,2,114.5282143,60.46025085
"143992","s",5,4,3,111.0988013,60.01121672
"143993","s",5,4,4,107.87309518,59.38366461
"143994","s",5,4,5,104.74035031,58.64392309
"143995","s",5,4,6,101.71194862,57.67491477
"143996","s",5,4,7,98.667923,56.6562746
"143997","s",5,4,8,95.59243152,55.56147097
"143998","s",5,4,9,92.44035906,54.56754484
"143999","s",5,4,10,89.20550746,53.74621388
"1439910","s",5,4,11,85.89833735,53.31337804
"1439911","s",5,4,12,82.55942325,53.24582284
"1439912","s",5,4,13,79.25913861,53.73344173
"1439913","s",5,4,14,76.04947829,54.67078849
"1439914","s",5,4,15,72.94632304,55.86627031
"1439915","s",5,4,16,69.98038586,57.36729198
"1439916","s",5,4,17,67.17435586,59.12084625
"1439917","s",5,4,18,64.55242628,61.09499485
"1439918","s",5,4,19,62.18921925,63.39498146
"1439919","s",5,4,20,60.1347938,66.02231409
"14599","s",5,5,1,117.96802256,61.14752423
"145991","s",5,5,2,114.87917011,59.79431393
"145992","s",5,5,3,111.75017002,58.58692066
"145993","s",5,5,4,108.64367307,57.41461453
"145994","s",5,5,5,105.52043064,56.26521912
"145995","s",5,5,6,102.30927318,55.43811438
"145996","s",5,5,7,99.00331691,55.04218881
"145997","s",5,5,8,95.70545096,54.80753249
"145998","s",5,5,9,92.43988212,54.57267084
"145999","s",5,5,10,89.18588442,54.27944177
"1459910","s",5,5,11,85.91115976,53.9801364
"1459911","s",5,5,12,82.6158768,53.99411546
"1459912","s",5,5,13,79.35045567,54.42465337
"1459913","s",5,5,14,76.16673288,55.28910613
"1459914","s",5,5,15,73.08254794,56.41488775
"1459915","s",5,5,16,70.10173037,57.76033652
"1459916","s",5,5,17,67.26639284,59.3687255
"1459917","s",5,5,18,64.64698326,61.31166549
"1459918","s",5,5,19,62.24102905,63.49761451
"1459919","s",5,5,20,60.0706692,65.91124807
"14799","s",5,6,1,117.87877226,61.29605839
"147991","s",5,6,2,114.6359207,60.25587849
"147992","s",5,6,3,111.40593776,59.3396259
"147993","s",5,6,4,108.27628802,58.35338992
"147994","s",5,6,5,105.17677874,57.31311908
"147995","s",5,6,6,102.03294585,56.47287694
"147996","s",5,6,7,98.82277457,55.91105024
"147997","s",5,6,8,95.62224902,55.36256215
"147998","s",5,6,9,92.4215935,54.76923187
"147999","s",5,6,10,89.19194625,54.11472025
"1479910","s",5,6,11,85.9050305,53.66141783
"1479911","s",5,6,12,82.59418181,53.70654808
"1479912","s",5,6,13,79.3280938,54.25538836
"1479913","s",5,6,14,76.16836107,55.29769206
"1479914","s",5,6,15,73.09534305,56.46641738
"1479915","s",5,6,16,70.07978244,57.68924544
"1479916","s",5,6,17,67.22913164,59.2683715
"1479917","s",5,6,18,64.57154735,61.13880942
"1479918","s",5,6,19,62.15582293,63.32882475
"1479919","s",5,6,20,59.87813185,65.57776675
"14999","s",5,7,1,117.74120142,61.52500968
"149991","s",5,7,2,114.5053039,60.50372322
"149992","s",5,7,3,111.24845581,59.68397913
"149993","s",5,7,4,108.01702754,59.01587568
"149994","s",5,7,5,104.85481386,58.29488864
"149995","s",5,7,6,101.75681869,57.50688989
"149996","s",5,7,7,98.6042062,56.96291223
"149997","s",5,7,8,95.47595481,56.33847249
"149998","s",5,7,9,92.35932023,55.43852773
"149999","s",5,7,10,89.17184717,54.6608838
"1499910","s",5,7,11,85.91591494,54.22740293
"1499911","s",5,7,12,82.63516249,54.2497475
"1499912","s",5,7,13,79.38752439,54.70523986
"1499913","s",5,7,14,76.22209192,55.5810305
"1499914","s",5,7,15,73.16474408,56.74591559
"1499915","s",5,7,16,70.16172372,57.95465977
"1499916","s",5,7,17,67.33472279,59.55275562
"1499917","s",5,7,18,64.69856423,61.42985965
"1499918","s",5,7,19,62.31108477,63.63639194
"1499919","s",5,7,20,60.21072619,66.1538316
"15199","s",5,8,1,117.46657617,61.98205278
"151991","s",5,8,2,114.08905211,61.29355895
"151992","s",5,8,3,110.78694553,60.69312687
"151993","s",5,8,4,107.62231756,60.0244742
"151994","s",5,8,5,104.51856403,59.32021741
"151995","s",5,8,6,101.48484895,58.52533455
"151996","s",5,8,7,98.45352957,57.68804466
"151997","s",5,8,8,95.39872479,56.85366429
"151998","s",5,8,9,92.31014611,55.96703761
"151999","s",5,8,10,89.15214164,55.19635316
"1519910","s",5,8,11,85.92655193,54.78052087
"1519911","s",5,8,12,82.67890366,54.82953742
"1519912","s",5,8,13,79.48097382,55.41259223
"1519913","s",5,8,14,76.35889282,56.30242158
"1519914","s",5,8,15,73.31695724,57.35892243
"1519915","s",5,8,16,70.34773135,58.55715329
"1519916","s",5,8,17,67.45839392,59.88583374
"1519917","s",5,8,18,64.84481523,61.76498349
"1519918","s",5,8,19,62.47980823,63.97062603
"1519919","s",5,8,20,60.37660939,66.44114701
"15399","s",5,9,1,117.30882072,62.24459614
"153991","s",5,9,2,113.94387763,61.56902681
"153992","s",5,9,3,110.58971954,61.12438522
"153993","s",5,9,4,107.33414966,60.7608268
"153994","s",5,9,5,104.25704316,60.11767471
"153995","s",5,9,6,101.27074174,59.32710149
"153996","s",5,9,7,98.3000386,58.42672115
"153997","s",5,9,8,95.31522532,57.41067873
"153998","s",5,9,9,92.25788102,56.52876838
"153999","s",5,9,10,89.13135993,55.76106611
"1539910","s",5,9,11,85.93748518,55.34904427
"1539911","s",5,9,12,82.72176943,55.39772387
"1539912","s",5,9,13,79.54134558,55.86956783
"1539913","s",5,9,14,76.41386526,56.59230726
"1539914","s",5,9,15,73.38787641,57.64453466
"1539915","s",5,9,16,70.43358598,58.8352433
"1539916","s",5,9,17,67.53906334,60.10309723
"1539917","s",5,9,18,64.77387519,61.60242941
"1539918","s",5,9,19,62.27525435,63.56541339
"1539919","s",5,9,20,60.14616424,66.04200808
"15599","s",5,10,1,117.14851825,62.51137838
"155991","s",5,10,2,113.62784408,62.16869893
"155992","s",5,10,3,110.24178208,61.88519232
"155993","s",5,10,4,107.12289453,61.30064494
"155994","s",5,10,5,104.17283687,60.37444549
"155995","s",5,10,6,101.20126183,59.58728281
"155996","s",5,10,7,98.24549062,58.68923376
"155997","s",5,10,8,95.29407904,57.55174295
"155998","s",5,10,9,92.25869585,56.52001079
"155999","s",5,10,10,89.13150622,55.75709089
"1559910","s",5,10,11,85.93753388,55.35157666
"1559911","s",5,10,12,82.72250159,55.40742864
"1559912","s",5,10,13,79.54306218,55.88256133
"1559913","s",5,10,14,76.41658534,56.60665106
"1559914","s",5,10,15,73.39142985,57.6588454
"1559915","s",5,10,16,70.43847343,58.85107413
"1559916","s",5,10,17,67.64460193,60.38733979
"1559917","s",5,10,18,64.90789774,61.90953261
"1559918","s",5,10,19,62.36406796,63.74134942
"1559919","s",5,10,20,60.03028215,65.84129631
"15799","s",5,11,1,116.17872923,64.12534277
"157991","s",5,11,2,113.08436991,63.19993849
"157992","s",5,11,3,110.04082508,62.32460898
"157993","s",5,11,4,107.08902674,61.38718697
"157994","s",5,11,5,104.15250098,60.43645585
"157995","s",5,11,6,101.18788766,59.63736505
"157996","s",5,11,7,98.21734182,58.8247001
"157997","s",5,11,8,95.22451024,58.01582769
"157998","s",5,11,9,92.20153293,57.1343821
"157999","s",5,11,10,89.11724378,56.14465216
"1579910","s",5,11,11,85.93796724,55.37411077
"1579911","s",5,11,12,82.70377602,55.15922085
"1579912","s",5,11,13,79.50738181,55.61248384
"1579913","s",5,11,14,76.36356113,56.32703891
"1579914","s",5,11,15,73.31909546,57.36753369
"1579915","s",5,11,16,70.3493379,58.56235705
"1579916","s",5,11,17,67.5330461,60.08689125
"1579917","s",5,11,18,64.77086896,61.59554084
"1579918","s",5,11,19,62.19821051,63.41279277
"1579919","s",5,11,20,59.83701177,65.50654535
"159991","s",5,12,1,116.10544818,64.24730023
"159992","s",5,12,2,112.93984441,63.47417491
"159993","s",5,12,3,109.91466269,62.60047822
"159994","s",5,12,4,106.97893555,61.66850191
"159995","s",5,12,5,104.0667211,60.69802499
"159996","s",5,12,6,101.19209783,59.62159924
"159997","s",5,12,7,98.28495836,58.49929493
"159998","s",5,12,8,95.32203048,57.36528238
"159999","s",5,12,9,92.27769706,56.31579112
"1599910","s",5,12,10,89.13960285,55.53707673
"1599911","s",5,12,11,85.93297576,55.11455691
"1599912","s",5,12,12,82.70415427,55.1642346
"1599913","s",5,12,13,79.50984198,55.63110576
"1599914","s",5,12,14,76.36585746,56.33914813
"1599915","s",5,12,15,73.32014591,57.37176413
"1599916","s",5,12,16,70.34848604,58.5595978
"1599917","s",5,12,17,67.42897627,59.80660446
"1599918","s",5,12,18,64.64128709,61.29861311
"1599919","s",5,12,19,62.03881497,63.09703688
"1599920","s",5,12,20,59.64787055,65.17894623
"16199","s",5,13,1,114.94385673,66.18047044
"161991","s",5,13,2,112.33073637,64.62995443
"161992","s",5,13,3,109.72669293,63.01149669
"161993","s",5,13,4,106.97204852,61.68610027
"161994","s",5,13,5,104.15297831,60.43500033
"161995","s",5,13,6,101.30030038,59.2164133
"161996","s",5,13,7,98.48275219,57.54741058
"161997","s",5,13,8,95.53136272,55.96885326
"161998","s",5,13,9,92.42581342,54.72387732
"161999","s",5,13,10,89.19939262,53.91237594
"1619910","s",5,13,11,85.89316966,53.04466059
"1619911","s",5,13,12,82.50094949,52.4707522
"1619912","s",5,13,13,79.0486879,52.14046461
"1619913","s",5,13,14,75.77768098,53.237522
"1619914","s",5,13,15,72.59842713,54.46519186
"1619915","s",5,13,16,69.57278293,56.04703359
"1619916","s",5,13,17,66.68462669,57.8018797
"1619917","s",5,13,18,64.09193907,60.03982089
"1619918","s",5,13,19,61.83234547,62.68802947
"1619919","s",5,13,20,59.64979152,65.18227343
"16399","s",5,14,1,114.71447639,66.56221502
"163991","s",5,14,2,112.39936253,64.49973663
"163992","s",5,14,3,110.08111594,62.23650815
"163993","s",5,14,4,107.60944126,60.05737686
"163994","s",5,14,5,104.98988643,57.88301098
"163995","s",5,14,6,102.20193625,55.84005884
"163996","s",5,14,7,99.2605119,53.80443587
"163997","s",5,14,8,96.14053943,51.90511187
"163998","s",5,14,9,92.83221223,50.35601508
"163999","s",5,14,10,89.38329533,48.91508473
"1639910","s",5,14,11,85.79492145,47.93580594
"1639911","s",5,14,12,82.12175213,47.4444856
"1639912","s",5,14,13,78.47592156,47.80499008
"1639913","s",5,14,14,74.91470464,48.68679603
"1639914","s",5,14,15,71.50464941,50.0602296
"1639915","s",5,14,16,68.33168712,52.02702534
"1639916","s",5,14,17,65.45670657,54.49477519
"1639917","s",5,14,18,62.79069058,57.05810179
"1639918","s",5,14,19,60.5165176,60.08142961
"1639919","s",5,14,20,58.44385769,63.09355448
"16599","s",5,15,1,115.52531519,65.21278239
"165991","s",5,15,2,113.16576935,63.04548345
"165992","s",5,15,3,110.78055279,60.70710536
"165993","s",5,15,4,108.25509533,58.40754338
"165994","s",5,15,5,105.59463892,56.03893532
"165995","s",5,15,6,102.83317011,53.47627834
"165996","s",5,15,7,99.87970396,50.82456923
"165997","s",5,15,8,96.67912071,48.31230368
"165998","s",5,15,9,93.25041776,45.86125747
"165999","s",5,15,10,89.55149645,44.34446149
"1659910","s",5,15,11,85.70854365,43.4442067
"1659911","s",5,15,12,81.84244357,43.74224651
"1659912","s",5,15,13,78.09278916,44.9049231
"1659913","s",5,15,14,74.52705516,46.64260725
"1659914","s",5,15,15,71.26440261,49.09268559
"1659915","s",5,15,16,68.27892039,51.85610969
"1659916","s",5,15,17,65.61784971,54.9287751
"1659917","s",5,15,18,63.25301768,58.11749173
"1659918","s",5,15,19,61.19708043,61.42959604
"1659919","s",5,15,20,59.29399316,64.5660184
"16799","s",5,16,1,115.54153714,65.18578512
"167991","s",5,16,2,113.2272143,62.92889197
"167992","s",5,16,3,110.76478433,60.74158499
"167993","s",5,16,4,108.27760836,58.35001607
"167994","s",5,16,5,105.72690567,55.63561348
"167995","s",5,16,6,102.98829896,52.89536756
"167996","s",5,16,7,100.05325852,49.98933657
"167997","s",5,16,8,96.85210265,47.15836285
"167998","s",5,16,9,93.36962733,44.58002593
"167999","s",5,16,10,89.59991183,43.02884333
"1679910","s",5,16,11,85.68594908,42.2693008
"1679911","s",5,16,12,81.75882047,42.63382112
"1679912","s",5,16,13,77.94312855,43.7720881
"1679913","s",5,16,14,74.3068759,45.4815378
"1679914","s",5,16,15,70.95081772,47.82978768
"1679915","s",5,16,16,67.87264092,50.54013808
"1679916","s",5,16,17,65.06624424,53.44315977
"1679917","s",5,16,18,62.64463924,56.72343546
"1679918","s",5,16,19,60.54583389,60.13950395
"1679919","s",5,16,20,58.93292743,63.94064013
"16999","sh",1,1,1,114.8379238,66.35676856
"169991","sh",1,1,2,112.07405531,65.11700549
"169992","sh",1,1,3,109.30703429,63.92913079
"169993","sh",1,1,4,106.56479359,62.72675478
"169994","sh",1,1,5,103.8162971,61.46164451
"169995","sh",1,1,6,101.0460074,60.16866385
"169996","sh",1,1,7,98.21836323,58.81978455
"169997","sh",1,1,8,95.35054328,57.17507706
"169998","sh",1,1,9,92.34583782,55.58343301
"169999","sh",1,1,10,89.17642089,54.5365994
"1699910","sh",1,1,11,85.90848914,53.8412656
"1699911","sh",1,1,12,82.55653749,53.20757202
"1699912","sh",1,1,13,79.1547548,52.94332311
"1699913","sh",1,1,14,75.78919246,53.29822538
"1699914","sh",1,1,15,72.53199076,54.19763319
"1699915","sh",1,1,16,69.29101838,55.13437577
"1699916","sh",1,1,17,66.09152504,56.20450452
"1699917","sh",1,1,18,63.03222775,57.61156717
"1699918","sh",1,1,19,60.21232452,59.47883587
"1699919","sh",1,1,20,57.75191531,61.89508644
"17199","sh",1,2,1,115.71891566,64.89058419
"171991","sh",1,2,2,112.81842552,63.70456666
"171992","sh",1,2,3,110.00841783,62.39547133
"171993","sh",1,2,4,107.25841034,60.95436274
"171994","sh",1,2,5,104.3745114,59.75947803
"171995","sh",1,2,6,101.45000311,58.6558217
"171996","sh",1,2,7,98.46696038,57.62340879
"171997","sh",1,2,8,95.43865374,56.58730324
"171998","sh",1,2,9,92.35146146,55.52299165
"171999","sh",1,2,10,89.17311613,54.62640144
"1719910","sh",1,2,11,85.91014744,53.92749641
"1719911","sh",1,2,12,82.58177568,53.54210461
"1719912","sh",1,2,13,79.22546758,53.47857361
"1719913","sh",1,2,14,75.87790734,53.76604482
"1719914","sh",1,2,15,72.56237753,54.3200096
"1719915","sh",1,2,16,69.31470696,55.21110496
"1719916","sh",1,2,17,66.22080357,56.55268482
"1719917","sh",1,2,18,63.29568835,58.21526856
"1719918","sh",1,2,19,60.65175986,60.34933885
"1719919","sh",1,2,20,58.27808837,62.8064363
"17399","sh",1,3,1,117.65966839,61.66070043
"173991","sh",1,3,2,114.15769112,61.16331677
"173992","sh",1,3,3,110.72075169,60.83786765
"173993","sh",1,3,4,107.48759376,60.36873258
"173994","sh",1,3,5,104.41185463,59.6456071
"173995","sh",1,3,6,101.45658934,58.63115828
"173996","sh",1,3,7,98.50865775,57.42273987
"173997","sh",1,3,8,95.5008097,56.17266861
"173998","sh",1,3,9,92.37400136,55.28073906
"173999","sh",1,3,10,89.17243294,54.64496626
