,speaker,segment,repetition,frame,coord,point,pixel,mm
27384,1,s,4,2,y,86,232.02,61.3878516
27385,1,s,4,2,y,87,233.68,61.8270544
27386,1,s,4,2,y,88,235.34,62.2662572
27387,1,s,4,2,y,89,236.99,62.7028142
27388,1,s,4,2,y,90,238.64,63.1393712
27389,1,s,4,2,y,91,240.29,63.5759282
27390,1,s,4,2,y,92,241.94,64.0124852
27391,1,s,4,2,y,93,243.59,64.4490422
27392,1,s,4,2,y,94,245.24,64.8855992
27393,1,s,4,2,y,95,246.87,65.3168646
27394,1,s,4,2,y,96,248.51,65.7507758
27395,1,s,4,2,y,97,250.14,66.1820412
27396,1,s,4,2,y,98,251.75,66.608015
27397,1,s,4,2,y,99,253.36,67.0339888
27398,1,s,4,2,y,100,254.97,67.4599626
27399,1,s,4,3,x,1,201.26,53.2493708
27400,1,s,4,3,x,2,202.95,53.696511
27401,1,s,4,3,x,3,204.64,54.1436512
27402,1,s,4,3,x,4,206.34,54.5934372
27403,1,s,4,3,x,5,208.01,55.0352858
27404,1,s,4,3,x,6,209.68,55.4771344
27405,1,s,4,3,x,7,211.35,55.918983
27406,1,s,4,3,x,8,212.95,56.342311
27407,1,s,4,3,x,9,214.53,56.7603474
27408,1,s,4,3,x,10,216.12,57.1810296
27409,1,s,4,3,x,11,217.79,57.6228782
27410,1,s,4,3,x,12,219.51,58.0779558
27411,1,s,4,3,x,13,221.22,58.5303876
27412,1,s,4,3,x,14,223.19,59.0516102
27413,1,s,4,3,x,15,225.31,59.6125198
27414,1,s,4,3,x,16,227.43,60.1734294
27415,1,s,4,3,x,17,229.71,60.7766718
27416,1,s,4,3,x,18,232.12,61.4143096
27417,1,s,4,3,x,19,234.53,62.0519474
27418,1,s,4,3,x,20,237.04,62.7160432
27419,1,s,4,3,x,21,239.68,63.4145344
27420,1,s,4,3,x,22,242.31,64.1103798
27421,1,s,4,3,x,23,245.02,64.8273916
27422,1,s,4,3,x,24,247.87,65.5814446
27423,1,s,4,3,x,25,250.72,66.3354976
27424,1,s,4,3,x,26,253.63,67.1054254
27425,1,s,4,3,x,27,256.69,67.9150402
27426,1,s,4,3,x,28,259.76,68.7273008
27427,1,s,4,3,x,29,262.84,69.5422072
27428,1,s,4,3,x,30,266.03,70.3862174
27429,1,s,4,3,x,31,269.21,71.2275818
27430,1,s,4,3,x,32,272.39,72.0689462
27431,1,s,4,3,x,33,275.55,72.905019
27432,1,s,4,3,x,34,278.71,73.7410918
27433,1,s,4,3,x,35,281.87,74.5771646
27434,1,s,4,3,x,36,285.13,75.4396954
27435,1,s,4,3,x,37,288.4,76.304872
27436,1,s,4,3,x,38,291.67,77.1700486
27437,1,s,4,3,x,39,294.96,78.0405168
27438,1,s,4,3,x,40,298.25,78.910985
27439,1,s,4,3,x,41,301.55,79.784099
27440,1,s,4,3,x,42,304.9,80.670442
27441,1,s,4,3,x,43,308.26,81.5594308
27442,1,s,4,3,x,44,311.62,82.4484196
27443,1,s,4,3,x,45,315.01,83.3453458
27444,1,s,4,3,x,46,318.4,84.242272
27445,1,s,4,3,x,47,321.79,85.1391982
27446,1,s,4,3,x,48,325.19,86.0387702
27447,1,s,4,3,x,49,328.59,86.9383422
27448,1,s,4,3,x,50,331.99,87.8379142
27449,1,s,4,3,x,51,335.38,88.7348404
27450,1,s,4,3,x,52,338.77,89.6317666
27451,1,s,4,3,x,53,342.15,90.526047
27452,1,s,4,3,x,54,345.53,91.4203274
27453,1,s,4,3,x,55,348.91,92.3146078
27454,1,s,4,3,x,56,352.29,93.2088882
27455,1,s,4,3,x,57,355.67,94.1031686
27456,1,s,4,3,x,58,359.06,95.0000948
27457,1,s,4,3,x,59,362.44,95.8943752
27458,1,s,4,3,x,60,365.82,96.7886556
27459,1,s,4,3,x,61,369.2,97.682936
27460,1,s,4,3,x,62,372.58,98.5772164
27461,1,s,4,3,x,63,375.96,99.4714968
27462,1,s,4,3,x,64,379.34,100.3657772
27463,1,s,4,3,x,65,382.71,101.2574118
27464,1,s,4,3,x,66,386.09,102.1516922
27465,1,s,4,3,x,67,389.43,103.0353894
27466,1,s,4,3,x,68,392.77,103.9190866
27467,1,s,4,3,x,69,396.11,104.8027838
27468,1,s,4,3,x,70,399.34,105.6573772
27469,1,s,4,3,x,71,402.58,106.5146164
27470,1,s,4,3,x,72,405.81,107.3692098
27471,1,s,4,3,x,73,408.88,108.1814704
27472,1,s,4,3,x,74,411.93,108.9884394
27473,1,s,4,3,x,75,414.97,109.7927626
27474,1,s,4,3,x,76,417.95,110.581211
27475,1,s,4,3,x,77,420.9,111.361722
27476,1,s,4,3,x,78,423.85,112.142233
27477,1,s,4,3,x,79,426.79,112.9200982
27478,1,s,4,3,x,80,429.74,113.7006092
27479,1,s,4,3,x,81,432.7,114.483766
27480,1,s,4,3,x,82,435.74,115.2880892
27481,1,s,4,3,x,83,438.84,116.1082872
27482,1,s,4,3,x,84,441.95,116.931131
27483,1,s,4,3,x,85,445.09,117.7619122
27484,1,s,4,3,x,86,448.27,118.6032766
27485,1,s,4,3,x,87,451.46,119.4472868
27486,1,s,4,3,x,88,454.61,120.2807138
27487,1,s,4,3,x,89,457.72,121.1035576
27488,1,s,4,3,x,90,460.83,121.9264014
27489,1,s,4,3,x,91,463.94,122.7492452
27490,1,s,4,3,x,92,467.05,123.572089
27491,1,s,4,3,x,93,470.15,124.392287
27492,1,s,4,3,x,94,473.26,125.2151308
27493,1,s,4,3,x,95,476.37,126.0379746
27494,1,s,4,3,x,96,479.48,126.8608184
27495,1,s,4,3,x,97,482.59,127.6836622
27496,1,s,4,3,x,98,485.69,128.5038602
27497,1,s,4,3,x,99,488.8,129.326704
27498,1,s,4,3,x,100,491.91,130.1495478
27499,1,s,4,3,y,1,286.28,75.7439624
27500,1,s,4,3,y,2,283.33,74.9634514
27501,1,s,4,3,y,3,280.38,74.1829404
27502,1,s,4,3,y,4,277.43,73.4024294
27503,1,s,4,3,y,5,274.47,72.6192726
27504,1,s,4,3,y,6,271.51,71.8361158
27505,1,s,4,3,y,7,268.54,71.0503132
27506,1,s,4,3,y,8,265.54,70.2565732
27507,1,s,4,3,y,9,262.53,69.4601874
27508,1,s,4,3,y,10,259.52,68.6638016
27509,1,s,4,3,y,11,256.56,67.8806448
27510,1,s,4,3,y,12,253.63,67.1054254
27511,1,s,4,3,y,13,250.69,66.3275602
27512,1,s,4,3,y,14,247.92,65.5946736
27513,1,s,4,3,y,15,245.26,64.8908908
27514,1,s,4,3,y,16,242.6,64.187108
27515,1,s,4,3,y,17,240.07,63.5177206
27516,1,s,4,3,y,18,237.68,62.8853744
27517,1,s,4,3,y,19,235.28,62.2503824
27518,1,s,4,3,y,20,232.99,61.6444942
27519,1,s,4,3,y,21,230.84,61.0756472
27520,1,s,4,3,y,22,228.68,60.5041544
27521,1,s,4,3,y,23,226.63,59.9617654
27522,1,s,4,3,y,24,224.77,59.4696466
27523,1,s,4,3,y,25,222.92,58.9801736
27524,1,s,4,3,y,26,221.16,58.5145128
27525,1,s,4,3,y,27,219.68,58.1229344
27526,1,s,4,3,y,28,218.21,57.7340018
27527,1,s,4,3,y,29,216.78,57.3556524
27528,1,s,4,3,y,30,215.58,57.0381564
27529,1,s,4,3,y,31,214.39,56.7233062
27530,1,s,4,3,y,32,213.18,56.4031644
27531,1,s,4,3,y,33,211.92,56.0697936
27532,1,s,4,3,y,34,210.66,55.7364228
27533,1,s,4,3,y,35,209.4,55.403052
27534,1,s,4,3,y,36,208.46,55.1543468
27535,1,s,4,3,y,37,207.52,54.9056416
27536,1,s,4,3,y,38,206.59,54.6595822
27537,1,s,4,3,y,39,205.72,54.4293976
27538,1,s,4,3,y,40,204.87,54.2045046
27539,1,s,4,3,y,41,204.02,53.9796116
27540,1,s,4,3,y,42,203.43,53.8235094
27541,1,s,4,3,y,43,202.92,53.6885736
27542,1,s,4,3,y,44,202.41,53.5536378
27543,1,s,4,3,y,45,202.08,53.4663264
27544,1,s,4,3,y,46,201.84,53.4028272
27545,1,s,4,3,y,47,201.59,53.3366822
27546,1,s,4,3,y,48,201.51,53.3155158
27547,1,s,4,3,y,49,201.55,53.326099
27548,1,s,4,3,y,50,201.59,53.3366822
27549,1,s,4,3,y,51,201.79,53.3895982
27550,1,s,4,3,y,52,202.15,53.484847
27551,1,s,4,3,y,53,202.5,53.57745
27552,1,s,4,3,y,54,202.87,53.6753446
27553,1,s,4,3,y,55,203.24,53.7732392
27554,1,s,4,3,y,56,203.61,53.8711338
27555,1,s,4,3,y,57,203.97,53.9663826
27556,1,s,4,3,y,58,204.32,54.0589856
27557,1,s,4,3,y,59,204.66,54.1489428
27558,1,s,4,3,y,60,205.01,54.2415458
27559,1,s,4,3,y,61,205.38,54.3394404
27560,1,s,4,3,y,62,205.75,54.437335
27561,1,s,4,3,y,63,206.13,54.5378754
27562,1,s,4,3,y,64,206.55,54.648999
27563,1,s,4,3,y,65,206.96,54.7574768
27564,1,s,4,3,y,66,207.39,54.8712462
27565,1,s,4,3,y,67,208.03,55.0405774
27566,1,s,4,3,y,68,208.67,55.2099086
27567,1,s,4,3,y,69,209.31,55.3792398
27568,1,s,4,3,y,70,210.35,55.654403
27569,1,s,4,3,y,71,211.41,55.9348578
27570,1,s,4,3,y,72,212.47,56.2153126
27571,1,s,4,3,y,73,213.92,56.5989536
27572,1,s,4,3,y,74,215.43,56.9984694
27573,1,s,4,3,y,75,216.95,57.400631
27574,1,s,4,3,y,76,218.6,57.837188
27575,1,s,4,3,y,77,220.29,58.2843282
27576,1,s,4,3,y,78,221.98,58.7314684
27577,1,s,4,3,y,79,223.68,59.1812544
27578,1,s,4,3,y,80,225.37,59.6283946
27579,1,s,4,3,y,81,227.06,60.0755348
27580,1,s,4,3,y,82,228.58,60.4776964
27581,1,s,4,3,y,83,229.97,60.8454626
27582,1,s,4,3,y,84,231.36,61.2132288
27583,1,s,4,3,y,85,232.66,61.5571828
27584,1,s,4,3,y,86,233.86,61.8746788
27585,1,s,4,3,y,87,235.05,62.189529
27586,1,s,4,3,y,88,236.32,62.5255456
27587,1,s,4,3,y,89,237.7,62.890666
27588,1,s,4,3,y,90,239.07,63.2531406
27589,1,s,4,3,y,91,240.45,63.618261
27590,1,s,4,3,y,92,241.83,63.9833814
27591,1,s,4,3,y,93,243.22,64.3511476
27592,1,s,4,3,y,94,244.6,64.716268
27593,1,s,4,3,y,95,245.98,65.0813884
27594,1,s,4,3,y,96,247.36,65.4465088
27595,1,s,4,3,y,97,248.74,65.8116292
27596,1,s,4,3,y,98,250.12,66.1767496
27597,1,s,4,3,y,99,251.5,66.54187
27598,1,s,4,3,y,100,252.88,66.9069904
27599,1,s,4,4,x,1,198.53,52.5270674
27600,1,s,4,4,x,2,199.86,52.8789588
27601,1,s,4,4,x,3,201.18,53.2282044
27602,1,s,4,4,x,4,202.51,53.5800958
27603,1,s,4,4,x,5,203.79,53.9187582
27604,1,s,4,4,x,6,205.08,54.2600664
27605,1,s,4,4,x,7,206.36,54.5987288
27606,1,s,4,4,x,8,207.71,54.9559118
27607,1,s,4,4,x,9,209.07,55.3157406
27608,1,s,4,4,x,10,210.44,55.6782152
27609,1,s,4,4,x,11,211.82,56.0433356
27610,1,s,4,4,x,12,213.22,56.4137476
27611,1,s,4,4,x,13,214.61,56.7815138
27612,1,s,4,4,x,14,216.24,57.2127792
27613,1,s,4,4,x,15,218.02,57.6837316
27614,1,s,4,4,x,16,219.8,58.154684
27615,1,s,4,4,x,17,221.78,58.6785524
27616,1,s,4,4,x,18,223.93,59.2473994
27617,1,s,4,4,x,19,226.08,59.8162464
27618,1,s,4,4,x,20,228.5,60.45653
27619,1,s,4,4,x,21,231.21,61.1735418
27620,1,s,4,4,x,22,233.92,61.8905536
27621,1,s,4,4,x,23,236.71,62.6287318
27622,1,s,4,4,x,24,239.64,63.4039512
27623,1,s,4,4,x,25,242.57,64.1791706
27624,1,s,4,4,x,26,245.54,64.9649732
27625,1,s,4,4,x,27,248.63,65.7825254
27626,1,s,4,4,x,28,251.72,66.6000776
27627,1,s,4,4,x,29,254.8,67.414984
27628,1,s,4,4,x,30,257.87,68.2272446
27629,1,s,4,4,x,31,260.94,69.0395052
27630,1,s,4,4,x,32,264.01,69.8517658
27631,1,s,4,4,x,33,267.19,70.6931302
27632,1,s,4,4,x,34,270.37,71.5344946
27633,1,s,4,4,x,35,273.56,72.3785048
27634,1,s,4,4,x,36,276.82,73.2410356
27635,1,s,4,4,x,37,280.08,74.1035664
27636,1,s,4,4,x,38,283.35,74.968743
27637,1,s,4,4,x,39,286.64,75.8392112
27638,1,s,4,4,x,40,289.94,76.7123252
27639,1,s,4,4,x,41,293.23,77.5827934
27640,1,s,4,4,x,42,296.63,78.4823654
27641,1,s,4,4,x,43,300.04,79.3845832
27642,1,s,4,4,x,44,303.45,80.286801
27643,1,s,4,4,x,45,306.88,81.1943104
27644,1,s,4,4,x,46,310.32,82.1044656
27645,1,s,4,4,x,47,313.76,83.0146208
27646,1,s,4,4,x,48,317.22,83.9300676
27647,1,s,4,4,x,49,320.69,84.8481602
27648,1,s,4,4,x,50,324.17,85.7688986
27649,1,s,4,4,x,51,327.65,86.689637
27650,1,s,4,4,x,52,331.12,87.6077296
27651,1,s,4,4,x,53,334.58,88.5231764
27652,1,s,4,4,x,54,338.04,89.4386232
27653,1,s,4,4,x,55,341.47,90.3461326
27654,1,s,4,4,x,56,344.9,91.253642
27655,1,s,4,4,x,57,348.33,92.1611514
27656,1,s,4,4,x,58,351.76,93.0686608
27657,1,s,4,4,x,59,355.18,93.9735244
27658,1,s,4,4,x,60,358.61,94.8810338
27659,1,s,4,4,x,61,362.06,95.7938348
27660,1,s,4,4,x,62,365.5,96.70399
27661,1,s,4,4,x,63,368.95,97.616791
27662,1,s,4,4,x,64,372.39,98.5269462
27663,1,s,4,4,x,65,375.82,99.4344556
27664,1,s,4,4,x,66,379.26,100.3446108
27665,1,s,4,4,x,67,382.67,101.2468286
27666,1,s,4,4,x,68,386.08,102.1490464
27667,1,s,4,4,x,69,389.49,103.0512642
27668,1,s,4,4,x,70,392.85,103.940253
27669,1,s,4,4,x,71,396.2,104.826596
27670,1,s,4,4,x,72,399.55,105.712939
27671,1,s,4,4,x,73,402.82,106.5781156
27672,1,s,4,4,x,74,406.08,107.4406464
27673,1,s,4,4,x,75,409.33,108.3005314
27674,1,s,4,4,x,76,412.6,109.165708
27675,1,s,4,4,x,77,415.88,110.0335304
27676,1,s,4,4,x,78,419.15,110.898707
27677,1,s,4,4,x,79,422.44,111.7691752
27678,1,s,4,4,x,80,425.74,112.6422892
27679,1,s,4,4,x,81,429.04,113.5154032
27680,1,s,4,4,x,82,432.31,114.3805798
27681,1,s,4,4,x,83,435.55,115.237819
27682,1,s,4,4,x,84,438.79,116.0950582
27683,1,s,4,4,x,85,441.98,116.9390684
27684,1,s,4,4,x,86,445.1,117.764558
27685,1,s,4,4,x,87,448.23,118.5926934
27686,1,s,4,4,x,88,451.34,119.4155372
27687,1,s,4,4,x,89,454.44,120.2357352
27688,1,s,4,4,x,90,457.54,121.0559332
27689,1,s,4,4,x,91,460.64,121.8761312
27690,1,s,4,4,x,92,463.78,122.7069124
27691,1,s,4,4,x,93,466.9,123.532402
27692,1,s,4,4,x,94,470,124.3526
27693,1,s,4,4,x,95,472.98,125.1410484
27694,1,s,4,4,x,96,475.96,125.9294968
27695,1,s,4,4,x,97,478.94,126.7179452
27696,1,s,4,4,x,98,481.98,127.5222684
27697,1,s,4,4,x,99,485.01,128.3239458
27698,1,s,4,4,x,100,488.05,129.128269
27699,1,s,4,4,y,1,298.72,79.0353376
27700,1,s,4,4,y,2,295.5,78.18339
27701,1,s,4,4,y,3,292.28,77.3314424
27702,1,s,4,4,y,4,289.05,76.476849
27703,1,s,4,4,y,5,285.81,75.6196098
27704,1,s,4,4,y,6,282.58,74.7650164
27705,1,s,4,4,y,7,279.33,73.9051314
27706,1,s,4,4,y,8,276.12,73.0558296
27707,1,s,4,4,y,9,272.91,72.2065278
27708,1,s,4,4,y,10,269.71,71.3598718
27709,1,s,4,4,y,11,266.51,70.5132158
27710,1,s,4,4,y,12,263.32,69.6692056
27711,1,s,4,4,y,13,260.12,68.8225496
27712,1,s,4,4,y,14,257.05,68.010289
27713,1,s,4,4,y,15,254.05,67.216549
27714,1,s,4,4,y,16,251.05,66.422809
27715,1,s,4,4,y,17,248.19,65.6661102
27716,1,s,4,4,y,18,245.45,64.941161
27717,1,s,4,4,y,19,242.71,64.2162118
27718,1,s,4,4,y,20,240.19,63.5494702
27719,1,s,4,4,y,21,238,62.97004
27720,1,s,4,4,y,22,235.81,62.3906098
27721,1,s,4,4,y,23,233.73,61.8402834
27722,1,s,4,4,y,24,231.85,61.342873
27723,1,s,4,4,y,25,229.96,60.8428168
27724,1,s,4,4,y,26,228.14,60.3612812
27725,1,s,4,4,y,27,226.52,59.9326616
27726,1,s,4,4,y,28,224.91,59.5066878
27727,1,s,4,4,y,29,223.28,59.0754224
27728,1,s,4,4,y,30,221.63,58.6388654
27729,1,s,4,4,y,31,219.98,58.2023084
27730,1,s,4,4,y,32,218.34,57.7683972
27731,1,s,4,4,y,33,216.92,57.3926936
27732,1,s,4,4,y,34,215.49,57.0143442
27733,1,s,4,4,y,35,214.07,56.6386406
27734,1,s,4,4,y,36,212.85,56.315853
27735,1,s,4,4,y,37,211.63,55.9930654
27736,1,s,4,4,y,38,210.42,55.6729236
27737,1,s,4,4,y,39,209.28,55.3713024
27738,1,s,4,4,y,40,208.14,55.0696812
27739,1,s,4,4,y,41,207.02,54.7733516
27740,1,s,4,4,y,42,206.22,54.5616876
27741,1,s,4,4,y,43,205.51,54.3738358
27742,1,s,4,4,y,44,204.8,54.185984
27743,1,s,4,4,y,45,204.19,54.0245902
27744,1,s,4,4,y,46,203.62,53.8737796
27745,1,s,4,4,y,47,203.06,53.7256148
27746,1,s,4,4,y,48,202.67,53.6224286
27747,1,s,4,4,y,49,202.39,53.5483462
27748,1,s,4,4,y,50,202.12,53.4769096
27749,1,s,4,4,y,51,202.15,53.484847
27750,1,s,4,4,y,52,202.51,53.5800958
27751,1,s,4,4,y,53,202.86,53.6726988
27752,1,s,4,4,y,54,203.31,53.7917598
27753,1,s,4,4,y,55,203.93,53.9557994
27754,1,s,4,4,y,56,204.54,54.1171932
27755,1,s,4,4,y,57,205.15,54.278587
27756,1,s,4,4,y,58,205.78,54.4452724
27757,1,s,4,4,y,59,206.41,54.6119578
27758,1,s,4,4,y,60,207.02,54.7733516
27759,1,s,4,4,y,61,207.54,54.9109332
27760,1,s,4,4,y,62,208.06,55.0485148
27761,1,s,4,4,y,63,208.58,55.1860964
27762,1,s,4,4,y,64,209.16,55.3395528
27763,1,s,4,4,y,65,209.73,55.4903634
27764,1,s,4,4,y,66,210.31,55.6438198
27765,1,s,4,4,y,67,211.03,55.8343174
27766,1,s,4,4,y,68,211.75,56.024815
27767,1,s,4,4,y,69,212.47,56.2153126
27768,1,s,4,4,y,70,213.4,56.461372
27769,1,s,4,4,y,71,214.35,56.712723
27770,1,s,4,4,y,72,215.29,56.9614282
27771,1,s,4,4,y,73,216.5,57.28157
27772,1,s,4,4,y,74,217.73,57.6070034
27773,1,s,4,4,y,75,218.98,57.9377284
27774,1,s,4,4,y,76,220.19,58.2578702
27775,1,s,4,4,y,77,221.39,58.5753662
27776,1,s,4,4,y,78,222.58,58.8902164
27777,1,s,4,4,y,79,223.72,59.1918376
27778,1,s,4,4,y,80,224.83,59.4855214
27779,1,s,4,4,y,81,225.95,59.781851
27780,1,s,4,4,y,82,227.16,60.1019928
27781,1,s,4,4,y,83,228.44,60.4406552
27782,1,s,4,4,y,84,229.73,60.7819634
27783,1,s,4,4,y,85,231.14,61.1550212
27784,1,s,4,4,y,86,232.68,61.5624744
27785,1,s,4,4,y,87,234.22,61.9699276
27786,1,s,4,4,y,88,235.79,62.3853182
27787,1,s,4,4,y,89,237.38,62.8060004
27788,1,s,4,4,y,90,238.97,63.2266826
27789,1,s,4,4,y,91,240.55,63.644719
27790,1,s,4,4,y,92,242.08,64.0495264
27791,1,s,4,4,y,93,243.62,64.4569796
27792,1,s,4,4,y,94,245.21,64.8776618
27793,1,s,4,4,y,95,247.02,65.3565516
27794,1,s,4,4,y,96,248.83,65.8354414
27795,1,s,4,4,y,97,250.63,66.3116854
27796,1,s,4,4,y,98,252.34,66.7641172
27797,1,s,4,4,y,99,254.05,67.216549
27798,1,s,4,4,y,100,255.76,67.6689808
27799,1,s,4,5,x,1,206,54.50348
27800,1,s,4,5,x,2,206.6,54.662228
27801,1,s,4,5,x,3,207.19,54.8183302
27802,1,s,4,5,x,4,207.79,54.9770782
27803,1,s,4,5,x,5,209.17,55.3421986
27804,1,s,4,5,x,6,210.91,55.8025678
27805,1,s,4,5,x,7,212.66,56.2655828
27806,1,s,4,5,x,8,214.51,56.7550558
27807,1,s,4,5,x,9,216.55,57.294799
27808,1,s,4,5,x,10,218.59,57.8345422
27809,1,s,4,5,x,11,220.74,58.4033892
27810,1,s,4,5,x,12,222.94,58.9854652
27811,1,s,4,5,x,13,225.16,59.5728328
27812,1,s,4,5,x,14,227.65,60.231637
27813,1,s,4,5,x,15,230.16,60.8957328
27814,1,s,4,5,x,16,232.71,61.5704118
27815,1,s,4,5,x,17,235.39,62.2794862
27816,1,s,4,5,x,18,238.07,62.9885606
27817,1,s,4,5,x,19,240.87,63.7293846
27818,1,s,4,5,x,20,243.79,64.5019582
27819,1,s,4,5,x,21,246.7,65.271886
27820,1,s,4,5,x,22,249.55,66.025939
27821,1,s,4,5,x,23,252.39,66.7773462
27822,1,s,4,5,x,24,255.23,67.5287534
27823,1,s,4,5,x,25,258.15,68.301327
27824,1,s,4,5,x,26,261.07,69.0739006
27825,1,s,4,5,x,27,264.01,69.8517658
27826,1,s,4,5,x,28,266.97,70.6349226
27827,1,s,4,5,x,29,269.94,71.4207252
27828,1,s,4,5,x,30,272.94,72.2144652
27829,1,s,4,5,x,31,275.95,73.010851
27830,1,s,4,5,x,32,278.96,73.8072368
27831,1,s,4,5,x,33,282.09,74.6353722
27832,1,s,4,5,x,34,285.23,75.4661534
27833,1,s,4,5,x,35,288.4,76.304872
27834,1,s,4,5,x,36,291.63,77.1594654
27835,1,s,4,5,x,37,294.87,78.0167046
27836,1,s,4,5,x,38,298.14,78.8818812
27837,1,s,4,5,x,39,301.44,79.7549952
27838,1,s,4,5,x,40,304.75,80.630755
27839,1,s,4,5,x,41,308.05,81.503869
27840,1,s,4,5,x,42,311.36,82.3796288
27841,1,s,4,5,x,43,314.67,83.2553886
27842,1,s,4,5,x,44,317.98,84.1311484
27843,1,s,4,5,x,45,321.29,85.0069082
27844,1,s,4,5,x,46,324.61,85.8853138
27845,1,s,4,5,x,47,327.95,86.769011
27846,1,s,4,5,x,48,331.29,87.6527082
27847,1,s,4,5,x,49,334.61,88.5311138
27848,1,s,4,5,x,50,337.93,89.4095194
27849,1,s,4,5,x,51,341.25,90.287925
27850,1,s,4,5,x,52,344.55,91.161039
27851,1,s,4,5,x,53,347.84,92.0315072
27852,1,s,4,5,x,54,351.12,92.8993296
27853,1,s,4,5,x,55,354.3,93.740694
27854,1,s,4,5,x,56,357.49,94.5847042
27855,1,s,4,5,x,57,360.68,95.4287144
27856,1,s,4,5,x,58,363.87,96.2727246
27857,1,s,4,5,x,59,367.06,97.1167348
27858,1,s,4,5,x,60,370.19,97.9448702
27859,1,s,4,5,x,61,373.3,98.767714
27860,1,s,4,5,x,62,376.4,99.587912
27861,1,s,4,5,x,63,379.61,100.4372138
27862,1,s,4,5,x,64,382.83,101.2891614
27863,1,s,4,5,x,65,386.03,102.1358174
27864,1,s,4,5,x,66,389.22,102.9798276
27865,1,s,4,5,x,67,392.4,103.821192
27866,1,s,4,5,x,68,395.58,104.6625564
27867,1,s,4,5,x,69,398.74,105.4986292
27868,1,s,4,5,x,70,401.9,106.334702
27869,1,s,4,5,x,71,405.12,107.1866496
27870,1,s,4,5,x,72,408.35,108.041243
27871,1,s,4,5,x,73,411.57,108.8931906
27872,1,s,4,5,x,74,414.75,109.734555
27873,1,s,4,5,x,75,417.93,110.5759194
27874,1,s,4,5,x,76,421.11,111.4172838
27875,1,s,4,5,x,77,424.29,112.2586482
27876,1,s,4,5,x,78,427.48,113.1026584
27877,1,s,4,5,x,79,430.65,113.941377
27878,1,s,4,5,x,80,433.83,114.7827414
27879,1,s,4,5,x,81,437.01,115.6241058
27880,1,s,4,5,x,82,440.15,116.454887
27881,1,s,4,5,x,83,443.29,117.2856682
27882,1,s,4,5,x,84,446.42,118.1138036
27883,1,s,4,5,x,85,449.52,118.9340016
27884,1,s,4,5,x,86,452.61,119.7515538
27885,1,s,4,5,x,87,455.62,120.5479396
27886,1,s,4,5,x,88,458.56,121.3258048
27887,1,s,4,5,x,89,461.49,122.1010242
27888,1,s,4,5,x,90,464.24,122.8286192
27889,1,s,4,5,x,91,466.96,123.5482768
27890,1,s,4,5,x,92,469.67,124.2652886
27891,1,s,4,5,x,93,472.32,124.9664256
27892,1,s,4,5,x,94,474.98,125.6702084
27893,1,s,4,5,x,95,477.58,126.3581164
27894,1,s,4,5,x,96,480.09,127.0222122
27895,1,s,4,5,x,97,482.6,127.686308
27896,1,s,4,5,x,98,485.18,128.3689244
27897,1,s,4,5,x,99,487.78,129.0568324
27898,1,s,4,5,x,100,490.38,129.7447404
27899,1,s,4,5,y,1,278,73.55324
27900,1,s,4,5,y,2,274.72,72.6854176
27901,1,s,4,5,y,3,271.44,71.8175952
27902,1,s,4,5,y,4,268.16,70.9497728
27903,1,s,4,5,y,5,265.12,70.1454496
27904,1,s,4,5,y,6,262.27,69.3913966
27905,1,s,4,5,y,7,259.44,68.6426352
27906,1,s,4,5,y,8,256.66,67.9071028
27907,1,s,4,5,y,9,254.02,67.2086116
27908,1,s,4,5,y,10,251.39,66.5127662
27909,1,s,4,5,y,11,248.84,65.8380872
27910,1,s,4,5,y,12,246.33,65.1739914
27911,1,s,4,5,y,13,243.84,64.5151872
27912,1,s,4,5,y,14,241.62,63.9278196
27913,1,s,4,5,y,15,239.43,63.3483894
27914,1,s,4,5,y,16,237.28,62.7795424
27915,1,s,4,5,y,17,235.29,62.2530282
27916,1,s,4,5,y,18,233.3,61.726514
27917,1,s,4,5,y,19,231.49,61.2476242
27918,1,s,4,5,y,20,229.88,60.8216504
27919,1,s,4,5,y,21,228.26,60.3930308
27920,1,s,4,5,y,22,226.53,59.9353074
27921,1,s,4,5,y,23,224.78,59.4722924
27922,1,s,4,5,y,24,223.02,59.0066316
27923,1,s,4,5,y,25,221.42,58.5833036
27924,1,s,4,5,y,26,219.81,58.1573298
27925,1,s,4,5,y,27,218.23,57.7392934
27926,1,s,4,5,y,28,216.7,57.334486
27927,1,s,4,5,y,29,215.18,56.9323244
27928,1,s,4,5,y,30,213.71,56.5433918
27929,1,s,4,5,y,31,212.28,56.1650424
27930,1,s,4,5,y,32,210.85,55.786693
27931,1,s,4,5,y,33,209.7,55.482426
27932,1,s,4,5,y,34,208.58,55.1860964
27933,1,s,4,5,y,35,207.52,54.9056416
27934,1,s,4,5,y,36,206.71,54.6913318
27935,1,s,4,5,y,37,205.9,54.477022
27936,1,s,4,5,y,38,205.26,54.3076908
27937,1,s,4,5,y,39,204.8,54.185984
27938,1,s,4,5,y,40,204.35,54.066923
27939,1,s,4,5,y,41,203.92,53.9531536
27940,1,s,4,5,y,42,203.5,53.84203
27941,1,s,4,5,y,43,203.09,53.7335522
27942,1,s,4,5,y,44,202.67,53.6224286
27943,1,s,4,5,y,45,202.26,53.5139508
27944,1,s,4,5,y,46,201.98,53.4398684
27945,1,s,4,5,y,47,201.98,53.4398684
27946,1,s,4,5,y,48,201.98,53.4398684
