speaker,segment,repetition,frame,coord,point,pixel
1,s,1,13,y,18,239.17
1,s,1,13,y,19,237.26
1,s,1,13,y,20,235.36
1,s,1,13,y,21,233.46
1,s,1,13,y,22,231.68
1,s,1,13,y,23,229.95
1,s,1,13,y,24,228.22
1,s,1,13,y,25,226.52
1,s,1,13,y,26,224.83
1,s,1,13,y,27,223.15
1,s,1,13,y,28,221.52
1,s,1,13,y,29,220.02
1,s,1,13,y,30,218.52
1,s,1,13,y,31,217.04
1,s,1,13,y,32,215.78
1,s,1,13,y,33,214.53
1,s,1,13,y,34,213.27
1,s,1,13,y,35,212.21
1,s,1,13,y,36,211.18
1,s,1,13,y,37,210.15
1,s,1,13,y,38,209.47
1,s,1,13,y,39,208.93
1,s,1,13,y,40,208.4
1,s,1,13,y,41,208.01
1,s,1,13,y,42,207.76
1,s,1,13,y,43,207.51
1,s,1,13,y,44,207.36
1,s,1,13,y,45,207.48
1,s,1,13,y,46,207.59
1,s,1,13,y,47,207.73
1,s,1,13,y,48,208.12
1,s,1,13,y,49,208.52
1,s,1,13,y,50,208.91
1,s,1,13,y,51,209.52
1,s,1,13,y,52,210.15
1,s,1,13,y,53,210.8
1,s,1,13,y,54,211.42
1,s,1,13,y,55,212.01
1,s,1,13,y,56,212.62
1,s,1,13,y,57,213.24
1,s,1,13,y,58,213.87
1,s,1,13,y,59,214.51
1,s,1,13,y,60,215.17
1,s,1,13,y,61,215.88
1,s,1,13,y,62,216.59
1,s,1,13,y,63,217.3
1,s,1,13,y,64,218.25
1,s,1,13,y,65,219.2
1,s,1,13,y,66,220.16
1,s,1,13,y,67,221.14
1,s,1,13,y,68,222.13
1,s,1,13,y,69,223.1
1,s,1,13,y,70,224.2
1,s,1,13,y,71,225.34
1,s,1,13,y,72,226.49
1,s,1,13,y,73,227.71
1,s,1,13,y,74,229.02
1,s,1,13,y,75,230.33
1,s,1,13,y,76,231.62
1,s,1,13,y,77,232.78
1,s,1,13,y,78,233.94
1,s,1,13,y,79,235.1
1,s,1,13,y,80,236.8
1,s,1,13,y,81,238.5
1,s,1,13,y,82,240.19
1,s,1,13,y,83,241.84
1,s,1,13,y,84,243.47
1,s,1,13,y,85,245.09
1,s,1,13,y,86,246.75
1,s,1,13,y,87,248.45
1,s,1,13,y,88,250.18
1,s,1,13,y,89,252.19
1,s,1,13,y,90,254.22
1,s,1,13,y,91,256.23
1,s,1,13,y,92,258.18
1,s,1,13,y,93,260.1
1,s,1,13,y,94,262.01
1,s,1,13,y,95,263.93
1,s,1,13,y,96,265.79
1,s,1,13,y,97,267.59
1,s,1,13,y,98,269.4
1,s,1,13,y,99,271.2
1,s,1,13,y,100,273
1,s,1,14,x,1,202
1,s,1,14,x,2,203.01
1,s,1,14,x,3,204.01
1,s,1,14,x,4,205.02
1,s,1,14,x,5,206.09
1,s,1,14,x,6,207.58
1,s,1,14,x,7,209.12
1,s,1,14,x,8,210.69
1,s,1,14,x,9,212.34
1,s,1,14,x,10,214.05
1,s,1,14,x,11,215.83
1,s,1,14,x,12,217.91
1,s,1,14,x,13,220.27
1,s,1,14,x,14,222.64
1,s,1,14,x,15,224.7
1,s,1,14,x,16,226.44
1,s,1,14,x,17,228.2
1,s,1,14,x,18,230.39
1,s,1,14,x,19,232.9
1,s,1,14,x,20,235.4
1,s,1,14,x,21,237.91
1,s,1,14,x,22,240.36
1,s,1,14,x,23,242.79
1,s,1,14,x,24,245.31
1,s,1,14,x,25,247.89
1,s,1,14,x,26,250.48
1,s,1,14,x,27,253.11
1,s,1,14,x,28,255.76
1,s,1,14,x,29,258.4
1,s,1,14,x,30,261.06
1,s,1,14,x,31,263.74
1,s,1,14,x,32,266.42
1,s,1,14,x,33,269.1
1,s,1,14,x,34,271.9
1,s,1,14,x,35,274.92
1,s,1,14,x,36,277.93
1,s,1,14,x,37,280.98
1,s,1,14,x,38,284.08
1,s,1,14,x,39,287.18
1,s,1,14,x,40,290.3
1,s,1,14,x,41,293.44
1,s,1,14,x,42,296.58
1,s,1,14,x,43,299.72
1,s,1,14,x,44,302.88
1,s,1,14,x,45,306.05
1,s,1,14,x,46,309.23
1,s,1,14,x,47,312.41
1,s,1,14,x,48,315.57
1,s,1,14,x,49,318.74
1,s,1,14,x,50,321.91
1,s,1,14,x,51,325.05
1,s,1,14,x,52,328.18
1,s,1,14,x,53,331.3
1,s,1,14,x,54,334.41
1,s,1,14,x,55,337.4
1,s,1,14,x,56,340.39
1,s,1,14,x,57,343.37
1,s,1,14,x,58,346.3
1,s,1,14,x,59,349.14
1,s,1,14,x,60,351.98
1,s,1,14,x,61,354.88
1,s,1,14,x,62,357.8
1,s,1,14,x,63,360.63
1,s,1,14,x,64,363.17
1,s,1,14,x,65,366.06
1,s,1,14,x,66,369.1
1,s,1,14,x,67,372.12
1,s,1,14,x,68,375.11
1,s,1,14,x,69,378.01
1,s,1,14,x,70,380.9
1,s,1,14,x,71,383.77
1,s,1,14,x,72,386.58
1,s,1,14,x,73,389.37
1,s,1,14,x,74,392.16
1,s,1,14,x,75,394.87
1,s,1,14,x,76,397.58
1,s,1,14,x,77,400.28
1,s,1,14,x,78,403.06
1,s,1,14,x,79,405.85
1,s,1,14,x,80,408.65
1,s,1,14,x,81,411.49
1,s,1,14,x,82,414.34
1,s,1,14,x,83,417.15
1,s,1,14,x,84,419.78
1,s,1,14,x,85,422.23
1,s,1,14,x,86,424.68
1,s,1,14,x,87,427.19
1,s,1,14,x,88,429.78
1,s,1,14,x,89,432.33
1,s,1,14,x,90,434.7
1,s,1,14,x,91,436.95
1,s,1,14,x,92,439.39
1,s,1,14,x,93,442.14
1,s,1,14,x,94,444.88
1,s,1,14,x,95,447.13
1,s,1,14,x,96,449.22
1,s,1,14,x,97,451.32
1,s,1,14,x,98,453.51
1,s,1,14,x,99,455.75
1,s,1,14,x,100,458
1,s,1,14,y,1,278
1,s,1,14,y,2,274.99
1,s,1,14,y,3,271.97
1,s,1,14,y,4,268.96
1,s,1,14,y,5,265.97
1,s,1,14,y,6,263.16
1,s,1,14,y,7,260.38
1,s,1,14,y,8,257.62
1,s,1,14,y,9,254.9
1,s,1,14,y,10,252.23
1,s,1,14,y,11,249.59
1,s,1,14,y,12,247.2
1,s,1,14,y,13,245.07
1,s,1,14,y,14,242.95
1,s,1,14,y,15,240.53
1,s,1,14,y,16,237.87
1,s,1,14,y,17,235.22
1,s,1,14,y,18,232.92
1,s,1,14,y,19,230.97
1,s,1,14,y,20,229.02
1,s,1,14,y,21,227.07
1,s,1,14,y,22,225.04
1,s,1,14,y,23,223
1,s,1,14,y,24,221.06
1,s,1,14,y,25,219.21
1,s,1,14,y,26,217.37
1,s,1,14,y,27,215.59
1,s,1,14,y,28,213.83
1,s,1,14,y,29,212.06
1,s,1,14,y,30,210.32
1,s,1,14,y,31,208.61
1,s,1,14,y,32,206.92
1,s,1,14,y,33,205.21
1,s,1,14,y,34,203.7
1,s,1,14,y,35,202.7
1,s,1,14,y,36,201.69
1,s,1,14,y,37,200.79
1,s,1,14,y,38,200.1
1,s,1,14,y,39,199.41
1,s,1,14,y,40,198.8
1,s,1,14,y,41,198.32
1,s,1,14,y,42,197.83
1,s,1,14,y,43,197.35
1,s,1,14,y,44,197
1,s,1,14,y,45,197
1,s,1,14,y,46,197
1,s,1,14,y,47,197.12
1,s,1,14,y,48,197.38
1,s,1,14,y,49,197.65
1,s,1,14,y,50,197.91
1,s,1,14,y,51,198.37
1,s,1,14,y,52,198.94
1,s,1,14,y,53,199.51
1,s,1,14,y,54,200.15
1,s,1,14,y,55,201.24
1,s,1,14,y,56,202.32
1,s,1,14,y,57,203.4
1,s,1,14,y,58,204.65
1,s,1,14,y,59,206.07
1,s,1,14,y,60,207.49
1,s,1,14,y,61,208.8
1,s,1,14,y,62,210.05
1,s,1,14,y,63,211.48
1,s,1,14,y,64,213.39
1,s,1,14,y,65,214.72
1,s,1,14,y,66,215.65
1,s,1,14,y,67,216.62
1,s,1,14,y,68,217.71
1,s,1,14,y,69,218.99
1,s,1,14,y,70,220.32
1,s,1,14,y,71,221.69
1,s,1,14,y,72,223.17
1,s,1,14,y,73,224.69
1,s,1,14,y,74,226.2
1,s,1,14,y,75,227.86
1,s,1,14,y,76,229.53
1,s,1,14,y,77,231.2
1,s,1,14,y,78,232.74
1,s,1,14,y,79,234.26
1,s,1,14,y,80,235.76
1,s,1,14,y,81,237.19
1,s,1,14,y,82,238.59
1,s,1,14,y,83,240.08
1,s,1,14,y,84,241.86
1,s,1,14,y,85,243.88
1,s,1,14,y,86,245.9
1,s,1,14,y,87,247.85
1,s,1,14,y,88,249.7
1,s,1,14,y,89,251.59
1,s,1,14,y,90,253.7
1,s,1,14,y,91,255.95
1,s,1,14,y,92,257.99
1,s,1,14,y,93,259.57
1,s,1,14,y,94,261.18
1,s,1,14,y,95,263.43
1,s,1,14,y,96,265.82
1,s,1,14,y,97,268.21
1,s,1,14,y,98,270.5
1,s,1,14,y,99,272.75
1,s,1,14,y,100,275
1,s,1,15,x,1,190.74
1,s,1,15,x,2,192.3
1,s,1,15,x,3,193.85
1,s,1,15,x,4,195.4
1,s,1,15,x,5,196.95
1,s,1,15,x,6,198.51
1,s,1,15,x,7,200.06
1,s,1,15,x,8,201.6
1,s,1,15,x,9,203.16
1,s,1,15,x,10,204.71
1,s,1,15,x,11,206.37
1,s,1,15,x,12,208.08
1,s,1,15,x,13,209.79
1,s,1,15,x,14,211.59
1,s,1,15,x,15,213.45
1,s,1,15,x,16,215.31
1,s,1,15,x,17,217.16
1,s,1,15,x,18,219.02
1,s,1,15,x,19,220.88
1,s,1,15,x,20,222.67
1,s,1,15,x,21,224.38
1,s,1,15,x,22,226.09
1,s,1,15,x,23,227.94
1,s,1,15,x,24,230.06
1,s,1,15,x,25,232.18
1,s,1,15,x,26,234.26
1,s,1,15,x,27,236.23
1,s,1,15,x,28,238.2
1,s,1,15,x,29,240.22
1,s,1,15,x,30,242.56
1,s,1,15,x,31,244.91
1,s,1,15,x,32,247.25
1,s,1,15,x,33,249.6
1,s,1,15,x,34,251.95
1,s,1,15,x,35,254.3
1,s,1,15,x,36,256.83
1,s,1,15,x,37,259.36
1,s,1,15,x,38,261.91
1,s,1,15,x,39,264.87
1,s,1,15,x,40,267.88
1,s,1,15,x,41,270.9
1,s,1,15,x,42,274.04
1,s,1,15,x,43,277.22
1,s,1,15,x,44,280.4
1,s,1,15,x,45,283.81
1,s,1,15,x,46,287.3
1,s,1,15,x,47,290.79
1,s,1,15,x,48,294.39
1,s,1,15,x,49,298.05
1,s,1,15,x,50,301.71
1,s,1,15,x,51,305.49
1,s,1,15,x,52,309.31
1,s,1,15,x,53,313.13
1,s,1,15,x,54,316.95
1,s,1,15,x,55,320.71
1,s,1,15,x,56,324.47
1,s,1,15,x,57,328.18
1,s,1,15,x,58,331.77
1,s,1,15,x,59,335.37
1,s,1,15,x,60,338.93
1,s,1,15,x,61,342.41
1,s,1,15,x,62,345.89
1,s,1,15,x,63,349.37
1,s,1,15,x,64,352.78
1,s,1,15,x,65,356.2
1,s,1,15,x,66,359.61
1,s,1,15,x,67,362.84
1,s,1,15,x,68,366.06
1,s,1,15,x,69,369.28
1,s,1,15,x,70,372.47
1,s,1,15,x,71,375.65
1,s,1,15,x,72,378.83
1,s,1,15,x,73,381.93
1,s,1,15,x,74,385.03
1,s,1,15,x,75,388.12
1,s,1,15,x,76,391.2
1,s,1,15,x,77,394.29
1,s,1,15,x,78,397.39
1,s,1,15,x,79,400.39
1,s,1,15,x,80,403.35
1,s,1,15,x,81,406.31
1,s,1,15,x,82,409.34
1,s,1,15,x,83,412.43
1,s,1,15,x,84,415.53
1,s,1,15,x,85,418.5
1,s,1,15,x,86,421.34
1,s,1,15,x,87,424.18
1,s,1,15,x,88,427.12
1,s,1,15,x,89,430.21
1,s,1,15,x,90,433.3
1,s,1,15,x,91,436.32
1,s,1,15,x,92,439.17
1,s,1,15,x,93,442.01
1,s,1,15,x,94,444.88
1,s,1,15,x,95,447.86
1,s,1,15,x,96,450.85
1,s,1,15,x,97,453.83
1,s,1,15,x,98,456.78
1,s,1,15,x,99,459.74
1,s,1,15,x,100,462.7
1,s,1,15,y,1,318.1
1,s,1,15,y,2,314.61
1,s,1,15,y,3,311.12
1,s,1,15,y,4,307.62
1,s,1,15,y,5,304.13
1,s,1,15,y,6,300.64
1,s,1,15,y,7,297.15
1,s,1,15,y,8,293.65
1,s,1,15,y,9,290.16
1,s,1,15,y,10,286.67
1,s,1,15,y,11,283.23
1,s,1,15,y,12,279.81
1,s,1,15,y,13,276.39
1,s,1,15,y,14,273.02
1,s,1,15,y,15,269.68
1,s,1,15,y,16,266.34
1,s,1,15,y,17,263
1,s,1,15,y,18,259.66
1,s,1,15,y,19,256.32
1,s,1,15,y,20,252.94
1,s,1,15,y,21,249.52
1,s,1,15,y,22,246.11
1,s,1,15,y,23,242.76
1,s,1,15,y,24,239.58
1,s,1,15,y,25,236.4
1,s,1,15,y,26,233.2
1,s,1,15,y,27,229.92
1,s,1,15,y,28,226.64
1,s,1,15,y,29,223.4
1,s,1,15,y,30,220.38
1,s,1,15,y,31,217.37
1,s,1,15,y,32,214.35
1,s,1,15,y,33,211.33
1,s,1,15,y,34,208.32
1,s,1,15,y,35,205.3
1,s,1,15,y,36,202.44
1,s,1,15,y,37,199.58
1,s,1,15,y,38,196.73
1,s,1,15,y,39,194.31
1,s,1,15,y,40,191.96
1,s,1,15,y,41,189.61
1,s,1,15,y,42,187.44
1,s,1,15,y,43,185.32
1,s,1,15,y,44,183.2
1,s,1,15,y,45,181.46
1,s,1,15,y,46,179.91
1,s,1,15,y,47,178.36
1,s,1,15,y,48,177.07
1,s,1,15,y,49,175.97
1,s,1,15,y,50,174.88
1,s,1,15,y,51,174.32
1,s,1,15,y,52,174.32
1,s,1,15,y,53,174.32
1,s,1,15,y,54,174.59
1,s,1,15,y,55,175.28
1,s,1,15,y,56,175.97
1,s,1,15,y,57,176.85
1,s,1,15,y,58,178.16
1,s,1,15,y,59,179.46
1,s,1,15,y,60,180.84
1,s,1,15,y,61,182.42
1,s,1,15,y,62,184
1,s,1,15,y,63,185.59
1,s,1,15,y,64,187.3
1,s,1,15,y,65,189.01
1,s,1,15,y,66,190.73
1,s,1,15,y,67,192.79
1,s,1,15,y,68,194.84
1,s,1,15,y,69,196.9
1,s,1,15,y,70,199.01
1,s,1,15,y,71,201.13
1,s,1,15,y,72,203.25
1,s,1,15,y,73,205.48
1,s,1,15,y,74,207.72
1,s,1,15,y,75,209.97
1,s,1,15,y,76,212.22
1,s,1,15,y,77,214.47
1,s,1,15,y,78,216.72
1,s,1,15,y,79,219.08
1,s,1,15,y,80,221.5
1,s,1,15,y,81,223.92
1,s,1,15,y,82,226.25
1,s,1,15,y,83,228.49
1,s,1,15,y,84,230.73
1,s,1,15,y,85,233.14
1,s,1,15,y,86,235.69
1,s,1,15,y,87,238.25
1,s,1,15,y,88,240.69
1,s,1,15,y,89,242.94
1,s,1,15,y,90,245.19
1,s,1,15,y,91,247.53
1,s,1,15,y,92,250.08
1,s,1,15,y,93,252.64
1,s,1,15,y,94,255.16
1,s,1,15,y,95,257.56
1,s,1,15,y,96,259.94
1,s,1,15,y,97,262.33
1,s,1,15,y,98,264.75
1,s,1,15,y,99,267.17
1,s,1,15,y,100,269.59
1,s,1,16,x,1,203.5
1,s,1,16,x,2,204.26
1,s,1,16,x,3,205.02
1,s,1,16,x,4,205.77
1,s,1,16,x,5,206.61
1,s,1,16,x,6,207.45
1,s,1,16,x,7,208.28
1,s,1,16,x,8,209.12
1,s,1,16,x,9,209.96
1,s,1,16,x,10,210.8
1,s,1,16,x,11,211.92
1,s,1,16,x,12,213.14
1,s,1,16,x,13,214.37
1,s,1,16,x,14,215.72
1,s,1,16,x,15,217.16
1,s,1,16,x,16,218.6
1,s,1,16,x,17,220.1
1,s,1,16,x,18,221.68
1,s,1,16,x,19,223.24
1,s,1,16,x,20,225.07
1,s,1,16,x,21,227.22
1,s,1,16,x,22,229.36
1,s,1,16,x,23,231.46
1,s,1,16,x,24,233.45
1,s,1,16,x,25,235.44
1,s,1,16,x,26,237.54
1,s,1,16,x,27,239.95
1,s,1,16,x,28,242.37
1,s,1,16,x,29,244.81
1,s,1,16,x,30,247.4
1,s,1,16,x,31,249.99
1,s,1,16,x,32,252.59
1,s,1,16,x,33,255.47
1,s,1,16,x,34,258.34
1,s,1,16,x,35,261.22
1,s,1,16,x,36,264.23
1,s,1,16,x,37,267.25
1,s,1,16,x,38,270.27
1,s,1,16,x,39,273.51
1,s,1,16,x,40,276.77
1,s,1,16,x,41,280.04
1,s,1,16,x,42,283.4
1,s,1,16,x,43,286.8
1,s,1,16,x,44,290.2
1,s,1,16,x,45,293.68
1,s,1,16,x,46,297.2
1,s,1,16,x,47,300.72
1,s,1,16,x,48,304.44
1,s,1,16,x,49,308.24
1,s,1,16,x,50,312.05
1,s,1,16,x,51,315.9
1,s,1,16,x,52,319.77
1,s,1,16,x,53,323.64
1,s,1,16,x,54,327.5
1,s,1,16,x,55,331.3
1,s,1,16,x,56,335.11
1,s,1,16,x,57,338.85
1,s,1,16,x,58,342.38
1,s,1,16,x,59,345.91
1,s,1,16,x,60,349.44
1,s,1,16,x,61,352.89
1,s,1,16,x,62,356.35
1,s,1,16,x,63,359.79
1,s,1,16,x,64,363.11
1,s,1,16,x,65,366.43
1,s,1,16,x,66,369.73
1,s,1,16,x,67,372.62
1,s,1,16,x,68,375.51
1,s,1,16,x,69,378.4
1,s,1,16,x,70,381.42
1,s,1,16,x,71,384.44
1,s,1,16,x,72,387.46
1,s,1,16,x,73,390.37
1,s,1,16,x,74,393.26
1,s,1,16,x,75,396.15
1,s,1,16,x,76,399.03
1,s,1,16,x,77,401.9
1,s,1,16,x,78,404.78
1,s,1,16,x,79,407.65
1,s,1,16,x,80,410.53
1,s,1,16,x,81,413.4
1,s,1,16,x,82,416.28
1,s,1,16,x,83,419.16
1,s,1,16,x,84,422.03
1,s,1,16,x,85,424.9
1,s,1,16,x,86,427.78
1,s,1,16,x,87,430.65
1,s,1,16,x,88,433.53
1,s,1,16,x,89,436.41
1,s,1,16,x,90,439.28
1,s,1,16,x,91,442.12
1,s,1,16,x,92,444.85
1,s,1,16,x,93,447.59
1,s,1,16,x,94,450.35
1,s,1,16,x,95,453.23
1,s,1,16,x,96,456.1
1,s,1,16,x,97,458.97
1,s,1,16,x,98,461.84
1,s,1,16,x,99,464.7
1,s,1,16,x,100,467.56
1,s,1,16,y,1,304.33
1,s,1,16,y,2,300.54
1,s,1,16,y,3,296.74
1,s,1,16,y,4,292.95
1,s,1,16,y,5,289.17
1,s,1,16,y,6,285.4
1,s,1,16,y,7,281.62
1,s,1,16,y,8,277.84
1,s,1,16,y,9,274.07
1,s,1,16,y,10,270.29
1,s,1,16,y,11,266.59
1,s,1,16,y,12,262.92
1,s,1,16,y,13,259.25
1,s,1,16,y,14,255.63
1,s,1,16,y,15,252.04
1,s,1,16,y,16,248.45
1,s,1,16,y,17,244.88
1,s,1,16,y,18,241.35
1,s,1,16,y,19,237.81
1,s,1,16,y,20,234.4
1,s,1,16,y,21,231.19
1,s,1,16,y,22,227.96
1,s,1,16,y,23,224.72
1,s,1,16,y,24,221.4
1,s,1,16,y,25,218.08
1,s,1,16,y,26,214.83
1,s,1,16,y,27,211.81
1,s,1,16,y,28,208.79
1,s,1,16,y,29,205.79
1,s,1,16,y,30,202.91
1,s,1,16,y,31,200.04
1,s,1,16,y,32,197.19
1,s,1,16,y,33,194.59
1,s,1,16,y,34,192.01
1,s,1,16,y,35,189.42
1,s,1,16,y,36,187
1,s,1,16,y,37,184.58
1,s,1,16,y,38,182.16
1,s,1,16,y,39,180.05
1,s,1,16,y,40,177.97
1,s,1,16,y,41,175.89
1,s,1,16,y,42,173.99
1,s,1,16,y,43,172.14
1,s,1,16,y,44,170.29
1,s,1,16,y,45,168.6
1,s,1,16,y,46,167
1,s,1,16,y,47,165.4
1,s,1,16,y,48,164.33
1,s,1,16,y,49,163.64
1,s,1,16,y,50,162.95
1,s,1,16,y,51,162.6
1,s,1,16,y,52,162.6
1,s,1,16,y,53,162.6
1,s,1,16,y,54,162.89
1,s,1,16,y,55,163.59
1,s,1,16,y,56,164.28
1,s,1,16,y,57,165.25
1,s,1,16,y,58,166.83
1,s,1,16,y,59,168.4
1,s,1,16,y,60,170
1,s,1,16,y,61,171.73
1,s,1,16,y,62,173.46
1,s,1,16,y,63,175.23
1,s,1,16,y,64,177.22
1,s,1,16,y,65,179.21
1,s,1,16,y,66,181.23
1,s,1,16,y,67,183.8
1,s,1,16,y,68,186.37
1,s,1,16,y,69,188.94
1,s,1,16,y,70,191.36
1,s,1,16,y,71,193.77
1,s,1,16,y,72,196.19
1,s,1,16,y,73,198.74
1,s,1,16,y,74,201.31
1,s,1,16,y,75,203.88
1,s,1,16,y,76,206.47
1,s,1,16,y,77,209.05
1,s,1,16,y,78,211.64
1,s,1,16,y,79,214.23
1,s,1,16,y,80,216.82
1,s,1,16,y,81,219.4
1,s,1,16,y,82,221.99
1,s,1,16,y,83,224.58
1,s,1,16,y,84,227.17
1,s,1,16,y,85,229.75
1,s,1,16,y,86,232.34
1,s,1,16,y,87,234.93
1,s,1,16,y,88,237.51
1,s,1,16,y,89,240.1
1,s,1,16,y,90,242.69
1,s,1,16,y,91,245.32
1,s,1,16,y,92,248.06
1,s,1,16,y,93,250.79
1,s,1,16,y,94,253.5
1,s,1,16,y,95,256.09
1,s,1,16,y,96,258.68
1,s,1,16,y,97,261.26
1,s,1,16,y,98,263.87
1,s,1,16,y,99,266.47
1,s,1,16,y,100,269.07
1,s,1,17,x,1,213.99
1,s,1,17,x,2,214.39
1,s,1,17,x,3,214.79
1,s,1,17,x,4,215.19
1,s,1,17,x,5,216.03
1,s,1,17,x,6,216.91
1,s,1,17,x,7,217.79
1,s,1,17,x,8,218.99
1,s,1,17,x,9,220.26
1,s,1,17,x,10,221.54
1,s,1,17,x,11,222.46
1,s,1,17,x,12,223.25
1,s,1,17,x,13,224.04
1,s,1,17,x,14,225.26
1,s,1,17,x,15,226.74
1,s,1,17,x,16,228.21
1,s,1,17,x,17,229.77
1,s,1,17,x,18,231.39
1,s,1,17,x,19,233.01
1,s,1,17,x,20,234.74
1,s,1,17,x,21,236.61
1,s,1,17,x,22,238.47
1,s,1,17,x,23,240.47
1,s,1,17,x,24,242.7
1,s,1,17,x,25,244.93
1,s,1,17,x,26,247.16
1,s,1,17,x,27,249.44
1,s,1,17,x,28,251.7
1,s,1,17,x,29,254.02
1,s,1,17,x,30,256.58
1,s,1,17,x,31,259.15
1,s,1,17,x,32,261.73
1,s,1,17,x,33,264.41
1,s,1,17,x,34,267.1
1,s,1,17,x,35,269.79
1,s,1,17,x,36,272.72
1,s,1,17,x,37,275.65
1,s,1,17,x,38,278.59
1,s,1,17,x,39,281.52
1,s,1,17,x,40,284.46
1,s,1,17,x,41,287.39
1,s,1,17,x,42,290.58
1,s,1,17,x,43,293.83
1,s,1,17,x,44,297.07
1,s,1,17,x,45,300.36
1,s,1,17,x,46,303.66
1,s,1,17,x,47,306.97
1,s,1,17,x,48,310.42
1,s,1,17,x,49,313.94
1,s,1,17,x,50,317.46
1,s,1,17,x,51,321.04
1,s,1,17,x,52,324.65
1,s,1,17,x,53,328.27
1,s,1,17,x,54,331.9
1,s,1,17,x,55,335.46
1,s,1,17,x,56,339.02
1,s,1,17,x,57,342.55
1,s,1,17,x,58,346.03
1,s,1,17,x,59,349.51
1,s,1,17,x,60,352.94
1,s,1,17,x,61,356.18
1,s,1,17,x,62,359.43
1,s,1,17,x,63,362.67
1,s,1,17,x,64,365.84
1,s,1,17,x,65,369.02
1,s,1,17,x,66,372.18
1,s,1,17,x,67,375.04
1,s,1,17,x,68,377.9
1,s,1,17,x,69,380.77
1,s,1,17,x,70,383.51
1,s,1,17,x,71,386.24
1,s,1,17,x,72,388.98
1,s,1,17,x,73,391.69
1,s,1,17,x,74,394.41
1,s,1,17,x,75,397.11
1,s,1,17,x,76,399.84
1,s,1,17,x,77,402.58
1,s,1,17,x,78,405.31
1,s,1,17,x,79,408.03
1,s,1,17,x,80,410.74
1,s,1,17,x,81,413.45
1,s,1,17,x,82,416.09
1,s,1,17,x,83,418.65
1,s,1,17,x,84,421.22
1,s,1,17,x,85,423.78
1,s,1,17,x,86,426.35
1,s,1,17,x,87,428.92
1,s,1,17,x,88,431.55
1,s,1,17,x,89,434.28
1,s,1,17,x,90,437.01
1,s,1,17,x,91,439.7
1,s,1,17,x,92,442.26
1,s,1,17,x,93,444.83
1,s,1,17,x,94,447.4
1,s,1,17,x,95,449.97
1,s,1,17,x,96,452.53
1,s,1,17,x,97,455.1
1,s,1,17,x,98,457.67
1,s,1,17,x,99,460.23
1,s,1,17,x,100,462.8
1,s,1,17,y,1,298.96
1,s,1,17,y,2,295.35
1,s,1,17,y,3,291.74
1,s,1,17,y,4,288.14
1,s,1,17,y,5,284.6
1,s,1,17,y,6,281.08
1,s,1,17,y,7,277.56
1,s,1,17,y,8,274.14
1,s,1,17,y,9,270.73
1,s,1,17,y,10,267.34
1,s,1,17,y,11,263.83
1,s,1,17,y,12,260.28
1,s,1,17,y,13,256.74
1,s,1,17,y,14,253.32
1,s,1,17,y,15,250.01
1,s,1,17,y,16,246.69
1,s,1,17,y,17,243.41
1,s,1,17,y,18,240.16
1,s,1,17,y,19,236.92
1,s,1,17,y,20,233.72
1,s,1,17,y,21,230.61
1,s,1,17,y,22,227.5
1,s,1,17,y,23,224.47
1,s,1,17,y,24,221.6
1,s,1,17,y,25,218.74
1,s,1,17,y,26,215.87
1,s,1,17,y,27,213.04
1,s,1,17,y,28,210.21
1,s,1,17,y,29,207.42
1,s,1,17,y,30,204.84
1,s,1,17,y,31,202.28
1,s,1,17,y,32,199.72
1,s,1,17,y,33,197.28
1,s,1,17,y,34,194.84
1,s,1,17,y,35,192.39
1,s,1,17,y,36,190.25
1,s,1,17,y,37,188.11
1,s,1,17,y,38,185.98
1,s,1,17,y,39,183.85
1,s,1,17,y,40,181.71
1,s,1,17,y,41,179.58
1,s,1,17,y,42,177.83
1,s,1,17,y,43,176.21
1,s,1,17,y,44,174.59
1,s,1,17,y,45,173.05
1,s,1,17,y,46,171.54
1,s,1,17,y,47,170.05
1,s,1,17,y,48,168.91
1,s,1,17,y,49,168.03
1,s,1,17,y,50,167.15
1,s,1,17,y,51,166.54
1,s,1,17,y,52,166.21
1,s,1,17,y,53,165.88
1,s,1,17,y,54,165.99
1,s,1,17,y,55,166.7
1,s,1,17,y,56,167.41
1,s,1,17,y,57,168.23
1,s,1,17,y,58,169.27
1,s,1,17,y,59,170.31
1,s,1,17,y,60,171.5
1,s,1,17,y,61,173.12
1,s,1,17,y,62,174.74
1,s,1,17,y,63,176.38
1,s,1,17,y,64,178.15
1,s,1,17,y,65,179.91
1,s,1,17,y,66,181.7
1,s,1,17,y,67,183.92
1,s,1,17,y,68,186.16
1,s,1,17,y,69,188.39
1,s,1,17,y,70,190.77
1,s,1,17,y,71,193.16
1,s,1,17,y,72,195.54
1,s,1,17,y,73,197.96
1,s,1,17,y,74,200.36
1,s,1,17,y,75,202.78
1,s,1,17,y,76,205.17
1,s,1,17,y,77,207.56
1,s,1,17,y,78,209.95
1,s,1,17,y,79,212.36
1,s,1,17,y,80,214.77
1,s,1,17,y,81,217.18
1,s,1,17,y,82,219.68
1,s,1,17,y,83,222.25
1,s,1,17,y,84,224.82
1,s,1,17,y,85,227.38
1,s,1,17,y,86,229.95
1,s,1,17,y,87,232.52
1,s,1,17,y,88,235.02
1,s,1,17,y,89,237.41
1,s,1,17,y,90,239.8
1,s,1,17,y,91,242.24
1,s,1,17,y,92,244.81
